"municipio.x";"cod_ibge";"uf";"total_doses";"total_dose_1";"total_dose_2";"populacao";"cobertura_vacinal_dose_1";"cobertura_vacinal_dose_2"
"Maués";130290;"AM";27725;20007;7718;65040;30,8;11,9
"Pitanga";411960;"PR";20179;15855;3583;29994;52,9;11,9
"Laranjeiras Do Sul";411330;"PR";18492;14232;3820;32139;44,3;11,9
"Santa Helena";210980;"MA";17621;12344;5068;42483;29,1;11,9
"João Câmara";240580;"RN";16810;12207;4187;35160;34,7;11,9
"Campos Gerais";311160;"MG";16475;12975;3446;28842;45;11,9
"Mateus Leme";314070;"MG";15373;11422;3745;31364;36,4;11,9
"Touros";241440;"RN";14628;10500;3987;33503;31,3;11,9
"Santa Rita De Cássia";292840;"BA";13051;9664;3387;28481;33,9;11,9
"Tacaratu";261480;"PE";12202;8977;3100;26106;34,4;11,9
"Lambari";313780;"MG";11282;8701;2497;20907;41,6;11,9
"Palmeirândia";210760;"MA";9077;6682;2345;19781;33,8;11,9
"Alagoa Nova";250040;"PB";8880;6248;2487;20921;29,9;11,9
"Caçu";520430;"GO";7726;5787;1939;16270;35,6;11,9
"Barra De Santa Rosa";250160;"PB";7051;4960;1850;15497;32;11,9
"Vila Bela Da Santíssima Trindade";510550;"MT";7011;5069;1942;16271;31,2;11,9
"Lagoa Real";291875;"BA";6966;5065;1871;15770;32,1;11,9
"Campo Alegre";420330;"SC";6836;5046;1420;11981;42,1;11,9
"Tremedal";293180;"BA";6481;4560;1921;16189;28,2;11,9
"Santa Maria De Itabira";315800;"MG";6031;4726;1290;10857;43,5;11,9
"São Sebastião Da Amoreira";412600;"PR";5357;4120;1051;8859;46,5;11,9
"Ipupiara";291410;"BA";4896;3714;1182;9911;37,5;11,9
"Primavera";150610;"PA";4797;3372;1293;10857;31,1;11,9
"Maracajá";421040;"SC";4389;3309;880;7378;44,8;11,9
"Laurentino";420950;"SC";3942;2805;841;7063;39,7;11,9
"Renascença";412160;"PR";3886;3013;805;6787;44,4;11,9
"Pintópolis";315057;"MG";3539;2638;896;7524;35,1;11,9
"Natividade Da Serra";353230;"SP";3478;2602;790;6642;39,2;11,9
"Sobrado";251597;"PB";3335;2314;931;7815;29,6;11,9
"Jambeiro";352490;"SP";3267;2468;799;6717;36,7;11,9
"Cocalinho";510310;"MT";3221;2435;681;5709;42,7;11,9
"Nossa Senhora De Lourdes";280470;"SE";3147;2367;770;6496;36,4;11,9
"Maturéia";250939;"PB";3048;2143;787;6630;32,3;11,9
"Luiziânia";352770;"SP";2975;2279;696;5855;38,9;11,9
"Nova Erechim";421140;"SC";2849;2104;608;5092;41,3;11,9
"Lobato";411360;"PR";2702;2074;572;4819;43;11,9
"São Bento Do Trairí";241170;"RN";2590;1946;535;4495;43,3;11,9
"Tejupá";355420;"SP";2532;1906;533;4491;42,4;11,9
"Santa Rosa Do Tocantins";171890;"TO";2368;1565;579;4846;32,3;11,9
"Antonina Do Norte";230080;"CE";2242;1361;881;7378;18,4;11,9
"Passagem Franca Do Piauí";220775;"PI";2098;1545;513;4323;35,7;11,9
"Nova América Da Colina";411660;"PR";2067;1558;409;3434;45,4;11,9
"Entre Rios";420517;"SC";1433;1031;382;3218;32;11,9
"Curral Velho";250530;"PB";1227;889;298;2512;35,4;11,9
"São Leopoldo";431870;"RS";122758;94643;28115;238648;39,7;11,8
"Itu";352390;"SP";96136;72702;20666;175568;41,4;11,8
"Alagoinhas";290070;"BA";60922;42929;17993;152327;28,2;11,8
"Itabira";313170;"MG";50062;35742;14230;120904;29,6;11,8
"Conselheiro Lafaiete";311830;"MG";49265;33910;15309;129606;26,2;11,8
"Cruzeiro Do Sul";120020;"AC";49057;38270;10547;89072;43;11,8
"Parobé";431405;"RS";33305;24978;6931;58858;42,4;11,8
"Marialva";411480;"PR";20410;15459;4217;35804;43,2;11,8
"Ilhabela";352040;"SP";19800;14118;4214;35591;39,7;11,8
"Pau Dos Ferros";240940;"RN";15089;11078;3602;30600;36,2;11,8
"São Gabriel Do Oeste";500769;"MS";14920;10736;3214;27221;39,4;11,8
"Santo Antônio Do Monte";316040;"MG";14166;10818;3348;28427;38,1;11,8
"Teofilândia";293150;"BA";10685;7765;2664;22555;34,4;11,8
"Presidente Olegário";315340;"MG";10268;7725;2325;19627;39,4;11,8
"Alpinópolis";310190;"MG";9307;6908;2347;19958;34,6;11,8
"Tabatinga";355270;"SP";9088;6947;1958;16644;41,7;11,8
"Ipaussu";352090;"SP";8538;6120;1779;15069;40,6;11,8
"Corupá";420450;"SC";8104;5934;1893;16107;36,8;11,8
"Engenheiro Beltrão";410750;"PR";7861;5938;1648;13981;42,5;11,8
"Ribeira Do Amparo";292650;"BA";7811;5906;1731;14612;40,4;11,8
"Santa Luzia";292805;"BA";6315;4699;1471;12449;37,7;11,8
"Boninal";290400;"BA";6221;4508;1700;14446;31,2;11,8
"São Pedro Do Ivaí";412580;"PR";5842;4304;1308;11046;39;11,8
"Lavínia";352650;"SP";5840;4314;1447;12285;35,1;11,8
"Buenópolis";310920;"MG";5344;4081;1219;10353;39,4;11,8
"Roncador";412250;"PR";5116;3928;1136;9645;40,7;11,8
"Olivença";270600;"AL";5052;3674;1378;11657;31,5;11,8
"São João Do Sul";421640;"SC";4565;3470;862;7315;47,4;11,8
"Novo Horizonte Do Oeste";110050;"RO";4213;3232;981;8329;38,8;11,8
"Francisco Santos";220420;"PI";4086;2900;1106;9372;30,9;11,8
"Santa Terezinha";510777;"MT";3908;2869;995;8460;33,9;11,8
"Rio Das Antas";421440;"SC";3469;2624;729;6202;42,3;11,8
"Areial";250120;"PB";3394;2465;830;7027;35,1;11,8
"Balbinos";350470;"SP";3187;2443;702;5934;41,2;11,8
"Belo Monte";270090;"AL";3065;2211;790;6710;33;11,8
"Sardoá";316550;"MG";2945;2193;752;6361;34,5;11,8
"Divina Pastora";280200;"SE";2777;2126;615;5215;40,8;11,8
"Boqueirão Do Piauí";220194;"PI";2660;1860;760;6426;28,9;11,8
"Sambaíba";210970;"MA";2553;1834;669;5679;32,3;11,8
"Bom Jardim Da Serra";420250;"SC";2182;1618;564;4772;33,9;11,8
"Barra D'Alcântara";220117;"PI";1997;1460;467;3952;36,9;11,8
"Queiroz";354180;"SP";1934;1352;410;3460;39,1;11,8
"Mathias Lobato";317150;"MG";1780;1349;375;3179;42,4;11,8
"Pedro Laurentino";220793;"PI";1437;1126;301;2544;44,3;11,8
"Rio Dos Bois";171870;"TO";1349;971;338;2856;34;11,8
"Garanhuns";260600;"PE";76251;51089;16460;140577;36,3;11,7
"Lavras";313820;"MG";54497;42189;12256;104783;40,3;11,7
"Araxá";310400;"MG";49970;36264;12509;107337;33,8;11,7
"Três Pontas";316940;"MG";26495;19756;6650;56940;34,7;11,7
"Xanxerê";421950;"SC";25624;19234;6041;51642;37,2;11,7
"Curitibanos";420480;"SC";21829;16891;4669;39893;42,3;11,7
"Coelho Neto";210340;"MA";20839;14627;5810;49621;29,5;11,7
"São Desidério";292890;"BA";16732;12437;4003;34266;36,3;11,7
"Vicência";261630;"PE";15814;11858;3825;32772;36,2;11,7
"Brasília De Minas";310860;"MG";15032;11256;3776;32405;34,7;11,7
"Muritiba";292230;"BA";14525;10807;3430;29410;36,7;11,7
"Prata";315280;"MG";13156;9660;3273;28017;34,5;11,7
"Igreja Nova";270320;"AL";12193;9099;2882;24586;37;11,7
"Cândido Sales";290670;"BA";11538;8406;2921;25053;33,6;11,7
"Caravelas";290690;"BA";10591;7991;2595;22093;36,2;11,7
"Ubaitaba";293220;"BA";10263;7829;2197;18847;41,5;11,7
"Ibirama";420690;"SC";10091;7862;2229;19096;41,2;11,7
"Carira";280140;"SE";10012;7408;2602;22239;33,3;11,7
"Taquarana";270910;"AL";9654;7309;2345;20072;36,4;11,7
"Manhumirim";313950;"MG";9409;6729;2675;22802;29,5;11,7
"Jiquiriçá";291820;"BA";7247;5383;1710;14557;37;11,7
"Cristais";312020;"MG";7122;5537;1510;12931;42,8;11,7
"Cabo Verde";310950;"MG";7013;5284;1645;14075;37,5;11,7
"Edéia";520740;"GO";6398;4936;1462;12467;39,6;11,7
"Chavantes";355720;"SP";5594;3789;1449;12418;30,5;11,7
"Angicos";240080;"RN";5548;4154;1364;11705;35,5;11,7
"Matina";292105;"BA";5356;3869;1442;12283;31,5;11,7
"Miradouro";314210;"MG";5231;3963;1261;10787;36,7;11,7
"Nova Veneza";521500;"GO";5202;3859;1173;10018;38,5;11,7
"Nossa Senhora Aparecida";280445;"SE";4765;3638;1032;8809;41,3;11,7
"Itapeva";313360;"MG";4492;3271;1161;9881;33,1;11,7
"Paulicéia";353640;"SP";4412;3289;869;7454;44,1;11,7
"São Cristóvão Do Sul";421605;"SC";4293;3551;654;5598;63,4;11,7
"Paulo Lopes";421230;"SC";4216;3159;889;7569;41,7;11,7
"Novo Oriente De Minas";314535;"MG";4190;2911;1259;10778;27;11,7
"Pimenta";315050;"MG";4032;2996;1020;8688;34,5;11,7
"Angelândia";310285;"MG";3938;2933;1005;8557;34,3;11,7
"Lagoa Alegre";220555;"PI";3745;2676;1007;8577;31,2;11,7
"Macambira";280370;"SE";3575;2691;813;6961;38,7;11,7
"Alagoinha Do Piauí";220025;"PI";3389;2486;898;7665;32,4;11,7
"Pai Pedro";314655;"MG";3169;2457;712;6094;40,3;11,7
"Serranópolis De Minas";316695;"MG";2172;1608;564;4809;33,4;11,7
"José Gonçalves De Minas";313652;"MG";2017;1450;524;4487;32,3;11,7
"Jumirim";352585;"SP";1939;1427;400;3418;41,7;11,7
"Lafaiete Coutinho";291870;"BA";1664;1233;431;3693;33,4;11,7
"Paranapoema";411830;"PR";1656;1202;378;3241;37,1;11,7
"Brasília";530010;"DF";1393745;1018210;354740;3055149;33,3;11,6
"Franca";351620;"SP";202036;151580;41174;355901;42,6;11,6
"Limeira";352690;"SP";178560;132998;35706;308482;43,1;11,6
"Divinópolis";312230;"MG";100318;71619;27832;240408;29,8;11,6
"Sabará";315670;"MG";66820;48865;15931;137125;35,6;11,6
"Brusque";420290;"SC";64784;46740;15915;137689;33,9;11,6
"Leme";352670;"SP";59374;42845;12072;104346;41,1;11,6
"Capão Bonito";351020;"SP";26354;19778;5472;47118;42;11,6
"Dois Irmãos";430640;"RS";17768;13053;3847;33119;39,4;11,6
"Palotina";411790;"PR";14496;10762;3725;32121;33,5;11,6
"Nossa Senhora Das Dores";280460;"SE";13927;10587;3118;26795;39,5;11,6
"Irará";291450;"BA";13875;10396;3389;29173;35,6;11,6
"Piraí Do Sul";411940;"PR";13278;9369;2979;25629;36,6;11,6
"Castro Alves";290730;"BA";13112;9738;3064;26318;37;11,6
"Várzea Alegre";231400;"CE";12384;7642;4742;40903;18,7;11,6
"Carnaíba";260390;"PE";9961;7557;2284;19609;38,5;11,6
"Alterosa";310200;"MG";9154;7212;1678;14517;49,7;11,6
"Pocinhos";251200;"PB";8542;6089;2166;18708;32,5;11,6
"Quatis";330412;"RJ";7588;5812;1672;14435;40,3;11,6
"São Félix Do Coribe";292905;"BA";7037;5210;1790;15468;33,7;11,6
"São Francisco Do Pará";150740;"PA";6736;4895;1841;15930;30,7;11,6
"Agrolândia";420020;"SC";5910;4218;1282;11013;38,3;11,6
"Antônio Cardoso";290170;"BA";5783;4401;1351;11677;37,7;11,6
"Mascote";292090;"BA";5436;3811;1598;13717;27,8;11,6
"Itauçu";521140;"GO";4925;3883;1042;8960;43,3;11,6
"Juripiranga";250790;"PB";4867;3439;1252;10793;31,9;11,6
"Cerro Corá";240270;"RN";4811;3448;1301;11181;30,8;11,6
"Carlinda";510279;"MT";4690;3510;1180;10198;34,4;11,6
"Ibitirama";320255;"ES";4685;3391;1026;8859;38,3;11,6
"Nova Itarana";292280;"BA";4111;3087;959;8279;37,3;11,6
"Barão De Melgaço";510160;"MT";3973;2976;997;8566;34,7;11,6
"Iramaia";291430;"BA";3929;2961;948;8197;36,1;11,6
"Itajá";240485;"RN";3657;2731;881;7595;36;11,6
"Estrela Do Sul";312480;"MG";3625;2658;928;8018;33,2;11,6
"Doverlândia";520725;"GO";3605;2712;838;7247;37,4;11,6
"Paula Freitas";411860;"PR";3277;2448;688;5908;41,4;11,6
"Enéas Marques";410740;"PR";3252;2445;689;5933;41,2;11,6
"Junco Do Seridó";250780;"PB";3102;2186;836;7195;30,4;11,6
"Itapiranga";130200;"AM";3012;1938;1074;9230;21;11,6
"Moraújo";230880;"CE";2857;1837;1020;8779;20,9;11,6
"Santa Cruz Da Vitória";292780;"BA";2675;1941;729;6278;30,9;11,6
"Chuvisca";430544;"RS";2671;2038;633;5480;37,2;11,6
"Palestina";270620;"AL";2639;2055;584;5037;40,8;11,6
"João Ramalho";352560;"SP";2634;1903;528;4551;41,8;11,6
"Chuí";430543;"RS";2551;1607;785;6770;23,7;11,6
"Curvelândia";510343;"MT";2482;1834;608;5245;35;11,6
"Jampruca";313507;"MG";2352;1718;630;5429;31,6;11,6
"Baixio";230180;"CE";2326;1593;733;6303;25,3;11,6
"Jatobá Do Piauí";220527;"PI";2282;1680;567;4875;34,5;11,6
"Fátima";170755;"TO";1911;1415;446;3830;36,9;11,6
"Reserva Do Cabaçal";510715;"MT";1560;1224;317;2743;44,6;11,6
"Abreulândia";170025;"TO";1398;1092;301;2594;42,1;11,6
"Jaguaraçu";313500;"MG";1369;1006;363;3142;32;11,6
"Angico";170105;"TO";1322;922;400;3454;26,7;11,6
"Anápolis";520110;"GO";207607;154363;45067;391772;39,4;11,5
"Teresópolis";330580;"RJ";83381;61840;21131;184240;33,6;11,5
"Varginha";317070;"MG";65789;49479;15716;136602;36,2;11,5
"União Da Vitória";412820;"PR";31668;24357;6687;57913;42,1;11,5
"Viana";211280;"MA";27374;21301;6073;52649;40,5;11,5
"Santo Antônio Da Platina";412410;"PR";25765;19464;5325;46251;42,1;11,5
"Goianinha";240420;"RN";12963;9545;3056;26669;35,8;11,5
"Ortigueira";411730;"PR";12566;9944;2519;21960;45,3;11,5
"Boca Da Mata";270100;"AL";12308;8972;3145;27356;32,8;11,5
"Monte Alegre";240780;"RN";10950;8029;2589;22576;35,6;11,5
"Riacho Das Almas";261170;"PE";10763;8277;2367;20646;40,1;11,5
"Morretes";411620;"PR";9742;7492;1886;16446;45,6;11,5
"Nova Russas";230930;"CE";9431;5716;3714;32408;17,6;11,5
"Utinga";293280;"BA";8442;6227;2215;19256;32,3;11,5
"Valentim Gentil";355610;"SP";8260;6214;1555;13532;45,9;11,5
"Cerejeiras";110005;"RO";7899;5671;1862;16204;35;11,5
"Miracema Do Tocantins";171320;"TO";7865;5735;2058;17936;32;11,5
"Peabiru";411880;"PR";7702;5989;1617;14007;42,8;11,5
"Formoso Do Araguaia";170820;"TO";7407;5295;2112;18399;28,8;11,5
"Céu Azul";410530;"PR";6341;4756;1358;11819;40,2;11,5
"Paranatama";261030;"PE";6264;4839;1326;11566;41,8;11,5
"Douradina";410725;"PR";5246;3991;1020;8869;45;11,5
"Baía Formosa";240140;"RN";5073;3912;1069;9322;42;11,5
"Terra Nova";261520;"PE";4832;3596;1176;10206;35,2;11,5
"Capim Branco";311250;"MG";4774;3647;1127;9826;37,1;11,5
"Água Doce Do Maranhão";210015;"MA";4722;3261;1461;12652;25,8;11,5
"Prados";315270;"MG";4633;3547;1045;9080;39,1;11,5
"Lagoa Grande";313753;"MG";4620;3393;1107;9608;35,3;11,5
"Frecheirinha";230450;"CE";4526;2895;1631;14134;20,5;11,5
"Ibicuitinga";230533;"CE";4032;2579;1453;12629;20,4;11,5
"Jussara";411300;"PR";3985;3057;812;7041;43,4;11,5
"Diamante";250560;"PB";3802;2981;752;6528;45,7;11,5
"Corumbiara";110007;"RO";3750;2763;833;7220;38,3;11,5
"Inaciolândia";520993;"GO";3362;2599;720;6235;41,7;11,5
"Juvenília";313695;"MG";3053;2378;656;5715;41,6;11,5
"Rio Espera";315520;"MG";2999;2363;622;5402;43,7;11,5
"Cuparaque";312083;"MG";2714;2111;574;5005;42,2;11,5
"Rianápolis";521870;"GO";2603;2031;553;4817;42,2;11,5
"Luminárias";313870;"MG";2494;1853;623;5438;34,1;11,5
"Feliz Deserto";270270;"AL";2272;1477;551;4779;30,9;11,5
"Claraval";311640;"MG";2225;1661;559;4864;34,1;11,5
"Doutor Pedrinho";420515;"SC";2221;1649;475;4115;40,1;11,5
"Monte Horebe";250960;"PB";2070;1445;555;4842;29,8;11,5
"Matinhas";250933;"PB";2005;1424;518;4515;31,5;11,5
"Domingos Mourão";220342;"PI";1947;1410;502;4354;32,4;11,5
"Novo Acordo";171510;"TO";1875;1370;505;4397;31,2;11,5
"Cajazeiras Do Piauí";220207;"PI";1778;1308;410;3573;36,6;11,5
"Nova Iguaçu De Goiás";521487;"GO";1777;1418;338;2934;48,3;11,5
"São Geraldo Do Baixio";316165;"MG";1736;1216;466;4059;30;11,5
"Chapadão Do Lageado";420419;"SC";1653;1209;345;3006;40,2;11,5
"Paulo Afonso";292400;"BA";53984;40253;13452;118516;34;11,4
"Ibiporã";410980;"PR";27964;21277;6282;55131;38,6;11,4
"Tobias Barreto";280740;"SE";27262;20099;5996;52530;38,3;11,4
"Campos Do Jordão";350970;"SP";27218;19767;5956;52405;37,7;11,4
"União";221110;"PI";20106;14780;5074;44569;33,2;11,4
"Pirapozinho";353920;"SP";15996;11778;3168;27754;42,4;11,4
"Itaí";352180;"SP";15953;11864;3116;27382;43,3;11,4
"Bom Jardim";330050;"RJ";15391;11673;3150;27616;42,3;11,4
"São Joaquim";421650;"SC";14967;11173;3099;27139;41,2;11,4
"Santo Antônio De Posse";354800;"SP";13089;10041;2692;23529;42,7;11,4
"Sacramento";315690;"MG";11761;8669;3012;26374;32,9;11,4
"São Gonçalo Do Sapucaí";316200;"MG";11639;8642;2908;25561;33,8;11,4
"Feira Nova";260540;"PE";11160;8587;2542;22247;38,6;11,4
"Monte Azul";314290;"MG";11023;8524;2359;20696;41,2;11,4
"Siqueira Campos";412660;"PR";10383;7754;2412;21249;36,5;11,4
"Soure";150790;"PA";10365;6304;2912;25565;24,7;11,4
"São José Dos Quatro Marcos";510710;"MT";9354;7098;2151;18846;37,7;11,4
"Corbélia";410630;"PR";9161;7032;1948;17117;41,1;11,4
"Itirapina";352360;"SP";9148;7002;2097;18387;38,1;11,4
"Poxoréu";510700;"MT";9106;6922;1823;16021;43,2;11,4
"Colorado Do Oeste";110006;"RO";8566;6474;1779;15544;41,6;11,4
"Dormentes";260515;"PE";8497;6244;2178;19079;32,7;11,4
"Canapi";270160;"AL";8062;5993;2022;17719;33,8;11,4
"Boa Esperança Do Sul";350670;"SP";8015;5986;1713;15018;39,9;11,4
"Jucás";230740;"CE";7699;4857;2842;24892;19,5;11,4
"Inhapi";270330;"AL";7551;5052;2102;18392;27,5;11,4
"Barrocas";290327;"BA";7120;5170;1834;16105;32,1;11,4
"Campo Do Meio";311130;"MG";6892;5537;1328;11651;47,5;11,4
"Alagoinha";250050;"PB";6537;4646;1655;14560;31,9;11,4
"Santa Maria Do Cambucá";261270;"PE";6398;4690;1619;14223;33;11,4
"Fronteiras";220430;"PI";5977;4403;1325;11659;37,8;11,4
"Angical";290140;"BA";5847;4169;1582;13938;29,9;11,4
"Colares";150260;"PA";5285;3901;1384;12131;32,2;11,4
"Euclides Da Cunha Paulista";351535;"SP";5256;4089;1064;9325;43,8;11,4
"Nazário";521440;"GO";5220;4113;1055;9260;44,4;11,4
"São Domingos";280680;"SE";5208;3827;1277;11207;34,1;11,4
"Santa Terezinha";261280;"PE";5083;3730;1353;11865;31,4;11,4
"Monsenhor Gil";220640;"PI";4882;3531;1204;10564;33,4;11,4
"Pereiro";231080;"CE";4459;2605;1854;16331;16;11,4
"Tarabai";355390;"SP";4033;2940;859;7540;39;11,4
"Caiçara";250360;"PB";3587;2669;820;7191;37,1;11,4
"Piranguinho";315100;"MG";3464;2480;984;8640;28,7;11,4
"São Francisco De Goiás";521990;"GO";3439;2682;717;6267;42,8;11,4
"Catuji";311545;"MG";3122;2369;714;6257;37,9;11,4
"Bernardo Do Mearim";210193;"MA";3070;2326;690;6073;38,3;11,4
"Morro Do Chapéu Do Piauí";220667;"PI";2869;2013;776;6811;29,6;11,4
"Tufilândia";211227;"MA";2695;1969;668;5854;33,6;11,4
"Brejinho De Nazaré";170370;"TO";2284;1657;627;5519;30;11,4
"Figueirópolis";170765;"TO";2227;1589;599;5243;30,3;11,4
"Campina Do Simão";410395;"PR";2221;1578;440;3859;40,9;11,4
"Pinheiro Preto";421300;"SC";2173;1676;410;3596;46,6;11,4
"Sebastião Leal";221063;"PI";2017;1522;490;4303;35,4;11,4
"União Do Sul";510830;"MT";1886;1474;397;3490;42,2;11,4
"Nova Santa Rita";220795;"PI";1862;1307;500;4383;29,8;11,4
"Palestina De Goiás";521565;"GO";1803;1352;394;3467;39;11,4
"Lizarda";171240;"TO";1694;1217;427;3733;32,6;11,4
"Emas";250590;"PB";1582;1126;403;3539;31,8;11,4
"Cuiabá";510340;"MT";310882;230342;69705;617848;37,3;11,3
"Santarém";150680;"PA";125070;90334;34736;306480;29,5;11,3
"Caxias";210300;"MA";103030;78596;18738;165525;47,5;11,3
"Angra Dos Reis";330010;"RJ";94845;69116;23452;207044;33,4;11,3
"Igarassu";260680;"PE";43461;30075;13386;118370;25,4;11,3
"Irati";411070;"PR";34171;25827;6882;61088;42,3;11,3
"Seropédica";330555;"RJ";32595;22940;9349;83092;27,6;11,3
"Santa Izabel Do Pará";150650;"PA";27925;19817;8108;71837;27,6;11,3
"Itaberaba";291470;"BA";27870;20579;7291;64646;31,8;11,3
"Pederneiras";353670;"SP";24402;18541;5318;47111;39,4;11,3
"Monte Carmelo";314310;"MG";23957;18035;5428;47931;37,6;11,3
"Santo Estêvão";292880;"BA";23687;17106;6015;53269;32,1;11,3
"Queimadas";251250;"PB";20289;14541;4986;44179;32,9;11,3
"Caeté";311000;"MG";19574;14374;5092;45047;31,9;11,3
"Pilar";270690;"AL";17126;11955;3965;35212;34;11,3
"São Gotardo";316210;"MG";16050;11671;4026;35782;32,6;11,3
"Exu";260530;"PE";14238;10530;3583;31766;33,1;11,3
"Santa Terezinha De Itaipu";412405;"PR";12997;9852;2669;23699;41,6;11,3
"Orobó";260970;"PE";11251;8480;2704;23935;35,4;11,3
"Aquidabã";280020;"SE";10326;7799;2459;21681;36;11,3
"Padre Paraíso";314630;"MG";8636;6352;2279;20252;31,4;11,3
"Xapuri";120070;"AC";8177;5871;2208;19596;30;11,3
"Paraíso Do Norte";411800;"PR";7931;6010;1590;14023;42,9;11,3
"Ladainha";313700;"MG";7783;5642;2054;18193;31;11,3
"Ibiapina";230530;"CE";7462;4619;2843;25082;18,4;11,3
"São Pedro Do Piauí";221050;"PI";6954;5081;1613;14324;35,5;11,3
"Pedro Velho";240980;"RN";6778;5011;1684;14844;33,8;11,3
"Chã De Alegria";260440;"PE";6322;4737;1541;13606;34,8;11,3
"Catanduvas";420400;"SC";6149;4557;1242;10984;41,5;11,3
"Areado";310430;"MG";6059;4347;1712;15181;28,6;11,3
"Peixe";171660;"TO";5353;3909;1339;11873;32,9;11,3
"Urucânia";317050;"MG";5297;4052;1173;10345;39,2;11,3
"Iuiu";291733;"BA";5033;3673;1243;11016;33,3;11,3
"Terra Nova Do Norte";510805;"MT";4973;3850;1074;9476;40,6;11,3
"Ananás";170100;"TO";4526;3451;1075;9492;36,4;11,3
"Água Branca";250010;"PB";4207;2966;1167;10306;28,8;11,3
"Lontra";313865;"MG";4069;2971;1098;9714;30,6;11,3
"Paulo Frontin";411870;"PR";3955;2953;837;7387;40;11,3
"Lago Dos Rodrigues";210594;"MA";3789;2709;1000;8857;30,6;11,3
"Vidal Ramos";421920;"SC";3437;2668;718;6329;42,2;11,3
"Barro Duro";220140;"PI";3185;2341;795;7027;33,3;11,3
"Chã Preta";270190;"AL";3034;2149;827;7311;29,4;11,3
"Alto Caparaó";310205;"MG";2787;2043;668;5894;34,7;11,3
"Japi";240540;"RN";2681;2065;565;4995;41,3;11,3
"Guaraciama";312825;"MG";2491;1830;565;4989;36,7;11,3
"Potiretama";231123;"CE";2344;1612;729;6437;25;11,3
"Pingo-D'Água";315053;"MG";2323;1726;562;4986;34,6;11,3
"Portelândia";521810;"GO";1964;1510;454;4022;37,5;11,3
"General Maynard";280250;"SE";1620;1205;382;3384;35,6;11,3
"Bom Jesus";420253;"SC";1349;979;345;3057;32;11,3
"Rio Branco";120040;"AC";209443;158040;46390;413418;38,2;11,2
"Montes Claros";314330;"MG";199823;153441;46377;413487;37,1;11,2
"Criciúma";420460;"SC";112986;81915;24347;217311;37,7;11,2
"Santa Bárbara D'Oeste";354580;"SP";112030;83347;21842;194390;42,9;11,2
"Lauro De Freitas";291920;"BA";101010;69471;22655;201635;34,5;11,2
"Piripiri";220840;"PI";31636;24043;7129;63787;37,7;11,2
"Itabirito";313190;"MG";26038;19652;5878;52446;37,5;11,2
"Fraiburgo";420550;"SC";19731;14982;4089;36584;41;11,2
"Alenquer";150040;"PA";18565;12188;6377;57092;21,3;11,2
"São Miguel Arcanjo";355020;"SP";17900;13639;3699;33002;41,3;11,2
"Nazaré Da Mata";260950;"PE";17265;13529;3662;32573;41,5;11,2
"Santo Antônio De Pádua";330470;"RJ";17147;12357;4790;42594;29;11,2
"Nova Santa Rita";431337;"RS";15722;11683;3347;29905;39,1;11,2
"Guanhães";312800;"MG";14947;10763;3858;34573;31,1;11,2
"Boca Do Acre";130070;"AM";14209;10323;3886;34635;29,8;11,2
"Pirenópolis";521730;"GO";13630;10687;2818;25064;42,6;11,2
"Chapadão Do Sul";500295;"MS";13097;9242;2887;25865;35,7;11,2
"Caetés";260320;"PE";13029;9605;3242;28904;33,2;11,2
"Viçosa";270940;"AL";12160;9164;2887;25693;35,7;11,2
"Amélia Rodrigues";290110;"BA";11550;8719;2815;25048;34,8;11,2
"Bombinhas";420245;"SC";10821;7897;2268;20335;38,8;11,2
"Timbiras";211210;"MA";10661;7235;3258;29183;24,8;11,2
"Mata Grande";270500;"AL";10113;6590;2825;25207;26,1;11,2
"Caiapônia";520440;"GO";9763;7615;2148;19107;39,9;11,2
"Ipuã";352130;"SP";9562;6853;1855;16604;41,3;11,2
"Tijucas Do Sul";412760;"PR";9283;6889;1920;17084;40,3;11,2
"São Lourenço Da Serra";354995;"SP";8918;6930;1797;15978;43,4;11,2
"Antas";290160;"BA";8587;6398;2189;19479;32,8;11,2
"Itapuí";352290;"SP";7899;5683;1579;14147;40,2;11,2
"Inhuma";220470;"PI";6803;5012;1716;15319;32,7;11,2
"Cotegipe";290940;"BA";6727;5017;1541;13769;36,4;11,2
"Terra Nova";293170;"BA";6472;4853;1464;13025;37,3;11,2
"Itagibá";291520;"BA";6444;4819;1625;14452;33,3;11,2
"Águas Vermelhas";310100;"MG";6064;4496;1528;13599;33,1;11,2
"Jitaúna";291830;"BA";5458;4238;1210;10808;39,2;11,2
"Marilândia Do Sul";411490;"PR";5435;4309;986;8814;48,9;11,2
"Porteiras";231110;"CE";5347;3679;1668;14958;24,6;11,2
"Bom Retiro";420260;"SC";4716;3425;1131;10060;34;11,2
"Carbonita";311350;"MG";4709;3541;1059;9414;37,6;11,2
